('56', 'eeafc91db30dcdee1ce2abd12ce7263e08faf86f', 1.0)
('61', '8c5765d8dcec65a9dad3b4fc26a3653f221b5fe3', 0.0)
('61', 'a174251437b1bd19959d24f37ae49d89815c41ae', 0.0)
('61', 'adb1887ea16f7a8b31e246c9c29315a3332badb5', 0.0)
('61', 'e9cb2a28ec140f82097d68fc7ae264f7fdc3b109', 0.0)
('61', 'aa0a5056369a41bc2e591b8bd816713267e3fe01', 0.0)
('56', '81a4148ef0b4062f09ef14e276172ec0034356ac', 0.0)
('56', '763abf3bf1bbc31e74d0a52f4d4abbdece1647da', 0.0)
('56', '97e95ed2ddb74018cf6934a7e5d5a1aab03f7da3', 0.0)
('56', '9992cf26095d6f4c4655a63317a3d8427e97b21f', 0.0)
('56', 'd6296fa6fb95443ce59a3d8f35303be7366d7b00', 0.0)
('56', '2acaccc7c84710ae9c1876da793899f84e8b46ab', 0.0)
('56', '163db1bff3177505d4d588012644783685814cca', 0.0)
('56', 'e236f01d6ef1ff6ec5099bcfbda14c428b1b50c4', 0.0)
('56', 'c823f88646ef489b59be09d3f0e355b883fc73f2', 0.0)
('56', 'a889be240af925d8131289539cfce9c63478c7f3', 0.0)
('56', '31b156c3f747f752af791b65c4afa71692d320d5', 0.0)
('56', '4de1901921d73bf728fd462b1f57aa20d7b08b7b', 0.0)
('56', '4f61bb0b62419f485adb942c398df18e2c276448', 0.0)
('56', '14002a5d4d6c027905949de14c7a0ec92029a64f', 0.0)
('56', 'e53359054b25cccd3f40f6e9bb92e6c056ebbd35', 0.0)
('56', '3107098abffe1de5bf616ed12fea91f19bdfe610', 0.0)
('56', '81e3f880e5b4307fea01fc5c0e9b245d32c45c30', 0.0)
('56', '0019113cf23e7ca7a35807cf0082933850ea8a05', 0.0)
('56', '7c9b706b651f1ce487aaf5e0dd9dc7b66d02b480', 0.0)
('56', '25d28081c7c9f06b37702740a216a9181e730745', 0.0)
('56', 'e5f112b366cbbbd2367139fac34d9f4109211079', 0.0)
('56', '6a9a7595c36b07ff7f090f9ddb3504530e2d19cd', 0.0)
('56', 'd7e0f5896574e21f17dd4d3a6902b0ae17f3356a', 0.0)
('56', '2c2bac3825e8c4a19dec098507c811318e2c4db3', 0.0)
('56', '077aa61d9cdfb253d590965cac431dca155aad6c', 0.0)
('56', 'f729e3955f075b24193d5f9d53d45cff91b8ab46', 0.0)
('56', '9465894146b7c6143b6da53b81a65cce179b47a2', 0.0)
('56', '1433eb6d55df0d32c8c5b665372ca0a17d0df0b4', 0.0)
('56', '8dc282638fa6ed56528c5ddf3d308ccc038d335b', 0.0)
('56', 'a17e807ff5593b7b39de2199545a71d06956dfda', 0.0)
('56', '80c9f8791bd9c3fca87cc9462715914a93537a01', 0.0)
('56', 'd8a5ede9435ed481e01785e9766eb70a1554e741', 0.0)
('56', '4a0f13c969ec6bd05a2910eabcab845bdf60c669', 0.0)
('56', '512551e2c515020fb71e9b29f1647c3a1c9d757c', 0.0)
('56', '9385d1d8426173afeaa1bca406b76acf508bea67', 0.0)
('56', '055a7eede2698dac59b173a6c1fd88aa6b08d5a4', 0.0)
('56', 'f94147145c55bf04fa14d2a93db923b264dde39c', 0.0)
('56', '7a9f7be867ea2dedaf7bdb0117c8441437b7d007', 0.0)
('56', 'f87d0bf93a73a908346ae5919ec84e88edba7360', 0.0)
('56', '8c5765d8dcec65a9dad3b4fc26a3653f221b5fe3', 0.0)
('56', 'a174251437b1bd19959d24f37ae49d89815c41ae', 0.0)
('56', 'adb1887ea16f7a8b31e246c9c29315a3332badb5', 0.0)
('56', 'e9cb2a28ec140f82097d68fc7ae264f7fdc3b109', 0.0)
('56', 'aa0a5056369a41bc2e591b8bd816713267e3fe01', 0.0)
('54', '81a4148ef0b4062f09ef14e276172ec0034356ac', 0.0)
('54', '763abf3bf1bbc31e74d0a52f4d4abbdece1647da', 0.0)
('54', '97e95ed2ddb74018cf6934a7e5d5a1aab03f7da3', 0.0)
('54', '9992cf26095d6f4c4655a63317a3d8427e97b21f', 0.0)
('54', 'd6296fa6fb95443ce59a3d8f35303be7366d7b00', 0.0)
('54', '2acaccc7c84710ae9c1876da793899f84e8b46ab', 0.0)
('54', '163db1bff3177505d4d588012644783685814cca', 0.0)
('54', 'e236f01d6ef1ff6ec5099bcfbda14c428b1b50c4', 0.0)
('54', 'c823f88646ef489b59be09d3f0e355b883fc73f2', 0.0)
('54', 'a889be240af925d8131289539cfce9c63478c7f3', 0.0)
('54', '31b156c3f747f752af791b65c4afa71692d320d5', 0.0)
('54', '4de1901921d73bf728fd462b1f57aa20d7b08b7b', 0.0)
('54', '4f61bb0b62419f485adb942c398df18e2c276448', 0.0)
('54', '14002a5d4d6c027905949de14c7a0ec92029a64f', 0.0)
('54', 'e53359054b25cccd3f40f6e9bb92e6c056ebbd35', 0.0)
('54', '3107098abffe1de5bf616ed12fea91f19bdfe610', 0.0)
('54', '81e3f880e5b4307fea01fc5c0e9b245d32c45c30', 0.0)
('54', '0019113cf23e7ca7a35807cf0082933850ea8a05', 0.0)
('54', '7c9b706b651f1ce487aaf5e0dd9dc7b66d02b480', 0.0)
('54', '25d28081c7c9f06b37702740a216a9181e730745', 0.0)
('54', 'e5f112b366cbbbd2367139fac34d9f4109211079', 0.0)
('54', '6a9a7595c36b07ff7f090f9ddb3504530e2d19cd', 0.0)
('54', 'eeafc91db30dcdee1ce2abd12ce7263e08faf86f', 0.0)
('54', 'd7e0f5896574e21f17dd4d3a6902b0ae17f3356a', 0.0)
('54', '2c2bac3825e8c4a19dec098507c811318e2c4db3', 0.0)
('54', '077aa61d9cdfb253d590965cac431dca155aad6c', 0.0)
('54', 'f729e3955f075b24193d5f9d53d45cff91b8ab46', 0.0)
('54', '9465894146b7c6143b6da53b81a65cce179b47a2', 0.0)
('54', '1433eb6d55df0d32c8c5b665372ca0a17d0df0b4', 0.0)
('54', '8dc282638fa6ed56528c5ddf3d308ccc038d335b', 0.0)
('54', 'a17e807ff5593b7b39de2199545a71d06956dfda', 0.0)
('54', '80c9f8791bd9c3fca87cc9462715914a93537a01', 0.0)
('54', '4a0f13c969ec6bd05a2910eabcab845bdf60c669', 0.0)
('54', '512551e2c515020fb71e9b29f1647c3a1c9d757c', 0.0)
('54', '9385d1d8426173afeaa1bca406b76acf508bea67', 0.0)
('54', '055a7eede2698dac59b173a6c1fd88aa6b08d5a4', 0.0)
('54', 'f94147145c55bf04fa14d2a93db923b264dde39c', 0.0)
('54', '7a9f7be867ea2dedaf7bdb0117c8441437b7d007', 0.0)
('54', 'f87d0bf93a73a908346ae5919ec84e88edba7360', 0.0)
('54', '8c5765d8dcec65a9dad3b4fc26a3653f221b5fe3', 0.0)
('54', 'a174251437b1bd19959d24f37ae49d89815c41ae', 0.0)
('54', 'adb1887ea16f7a8b31e246c9c29315a3332badb5', 0.0)
('54', 'e9cb2a28ec140f82097d68fc7ae264f7fdc3b109', 0.0)
('54', 'aa0a5056369a41bc2e591b8bd816713267e3fe01', 0.0)
('53', '81a4148ef0b4062f09ef14e276172ec0034356ac', 0.0)
('53', '763abf3bf1bbc31e74d0a52f4d4abbdece1647da', 0.0)
('53', '97e95ed2ddb74018cf6934a7e5d5a1aab03f7da3', 0.0)
('53', '9992cf26095d6f4c4655a63317a3d8427e97b21f', 0.0)
('53', 'd6296fa6fb95443ce59a3d8f35303be7366d7b00', 0.0)
('53', '2acaccc7c84710ae9c1876da793899f84e8b46ab', 0.0)
('53', '163db1bff3177505d4d588012644783685814cca', 0.0)
('53', 'e236f01d6ef1ff6ec5099bcfbda14c428b1b50c4', 0.0)
('53', 'c823f88646ef489b59be09d3f0e355b883fc73f2', 0.0)
('53', 'a889be240af925d8131289539cfce9c63478c7f3', 0.0)
('53', '31b156c3f747f752af791b65c4afa71692d320d5', 0.0)
('53', '4de1901921d73bf728fd462b1f57aa20d7b08b7b', 0.0)
('53', '4f61bb0b62419f485adb942c398df18e2c276448', 0.0)
('53', '14002a5d4d6c027905949de14c7a0ec92029a64f', 0.0)
('53', 'e53359054b25cccd3f40f6e9bb92e6c056ebbd35', 0.0)
('53', '3107098abffe1de5bf616ed12fea91f19bdfe610', 0.0)
('53', '0019113cf23e7ca7a35807cf0082933850ea8a05', 0.0)
('53', '7c9b706b651f1ce487aaf5e0dd9dc7b66d02b480', 0.0)
('53', '25d28081c7c9f06b37702740a216a9181e730745', 0.0)
('53', 'e5f112b366cbbbd2367139fac34d9f4109211079', 0.0)
('53', 'eeafc91db30dcdee1ce2abd12ce7263e08faf86f', 0.0)
('53', 'd7e0f5896574e21f17dd4d3a6902b0ae17f3356a', 0.0)
('53', '2c2bac3825e8c4a19dec098507c811318e2c4db3', 0.0)
('53', '077aa61d9cdfb253d590965cac431dca155aad6c', 0.0)
('53', 'f729e3955f075b24193d5f9d53d45cff91b8ab46', 0.0)
('53', '9465894146b7c6143b6da53b81a65cce179b47a2', 0.0)
('53', '1433eb6d55df0d32c8c5b665372ca0a17d0df0b4', 0.0)
('53', '8dc282638fa6ed56528c5ddf3d308ccc038d335b', 0.0)
('53', 'a17e807ff5593b7b39de2199545a71d06956dfda', 0.0)
('53', '80c9f8791bd9c3fca87cc9462715914a93537a01', 0.0)
('53', '4a0f13c969ec6bd05a2910eabcab845bdf60c669', 0.0)
('53', '512551e2c515020fb71e9b29f1647c3a1c9d757c', 0.0)
('53', '9385d1d8426173afeaa1bca406b76acf508bea67', 0.0)
('53', '055a7eede2698dac59b173a6c1fd88aa6b08d5a4', 0.0)
('53', 'f94147145c55bf04fa14d2a93db923b264dde39c', 0.0)
('53', '7a9f7be867ea2dedaf7bdb0117c8441437b7d007', 0.0)
('53', 'f87d0bf93a73a908346ae5919ec84e88edba7360', 0.0)
('53', '8c5765d8dcec65a9dad3b4fc26a3653f221b5fe3', 0.0)
('53', 'a174251437b1bd19959d24f37ae49d89815c41ae', 0.0)
('53', 'adb1887ea16f7a8b31e246c9c29315a3332badb5', 0.0)
('53', 'e9cb2a28ec140f82097d68fc7ae264f7fdc3b109', 0.0)
('53', 'aa0a5056369a41bc2e591b8bd816713267e3fe01', 0.0)
('49', '81a4148ef0b4062f09ef14e276172ec0034356ac', 0.0)
('49', '763abf3bf1bbc31e74d0a52f4d4abbdece1647da', 0.0)
('49', '97e95ed2ddb74018cf6934a7e5d5a1aab03f7da3', 0.0)
('49', '9992cf26095d6f4c4655a63317a3d8427e97b21f', 0.0)
('49', 'd6296fa6fb95443ce59a3d8f35303be7366d7b00', 0.0)
('49', '2acaccc7c84710ae9c1876da793899f84e8b46ab', 0.0)
('49', '163db1bff3177505d4d588012644783685814cca', 0.0)
('49', 'e236f01d6ef1ff6ec5099bcfbda14c428b1b50c4', 0.0)
('49', 'c823f88646ef489b59be09d3f0e355b883fc73f2', 0.0)
('49', 'a889be240af925d8131289539cfce9c63478c7f3', 0.0)
('49', '31b156c3f747f752af791b65c4afa71692d320d5', 0.0)
('49', '4de1901921d73bf728fd462b1f57aa20d7b08b7b', 0.0)
('49', '4f61bb0b62419f485adb942c398df18e2c276448', 0.0)
('49', '14002a5d4d6c027905949de14c7a0ec92029a64f', 0.0)
('49', 'e53359054b25cccd3f40f6e9bb92e6c056ebbd35', 0.0)
('49', '3107098abffe1de5bf616ed12fea91f19bdfe610', 0.0)
('49', '81e3f880e5b4307fea01fc5c0e9b245d32c45c30', 0.0)
('49', '0019113cf23e7ca7a35807cf0082933850ea8a05', 0.0)
('49', '7c9b706b651f1ce487aaf5e0dd9dc7b66d02b480', 0.0)
('49', '25d28081c7c9f06b37702740a216a9181e730745', 0.0)
('49', 'e5f112b366cbbbd2367139fac34d9f4109211079', 0.0)
('49', '6a9a7595c36b07ff7f090f9ddb3504530e2d19cd', 0.0)
('49', 'eeafc91db30dcdee1ce2abd12ce7263e08faf86f', 0.0)
('49', 'd7e0f5896574e21f17dd4d3a6902b0ae17f3356a', 0.0)
('49', '2c2bac3825e8c4a19dec098507c811318e2c4db3', 0.0)
('49', '077aa61d9cdfb253d590965cac431dca155aad6c', 0.0)
('49', 'f729e3955f075b24193d5f9d53d45cff91b8ab46', 0.0)
('49', '9465894146b7c6143b6da53b81a65cce179b47a2', 0.0)
('49', '1433eb6d55df0d32c8c5b665372ca0a17d0df0b4', 0.0)
('49', '8dc282638fa6ed56528c5ddf3d308ccc038d335b', 0.0)
('49', 'a17e807ff5593b7b39de2199545a71d06956dfda', 0.0)
('49', '80c9f8791bd9c3fca87cc9462715914a93537a01', 0.0)
('49', 'd8a5ede9435ed481e01785e9766eb70a1554e741', 0.0)
('49', '4a0f13c969ec6bd05a2910eabcab845bdf60c669', 0.0)
('49', '512551e2c515020fb71e9b29f1647c3a1c9d757c', 0.0)
('49', '9385d1d8426173afeaa1bca406b76acf508bea67', 0.0)
('49', '055a7eede2698dac59b173a6c1fd88aa6b08d5a4', 0.0)
('49', 'f94147145c55bf04fa14d2a93db923b264dde39c', 0.0)
('49', '7a9f7be867ea2dedaf7bdb0117c8441437b7d007', 0.0)
('49', 'f87d0bf93a73a908346ae5919ec84e88edba7360', 0.0)
('49', '8c5765d8dcec65a9dad3b4fc26a3653f221b5fe3', 0.0)
('49', 'a174251437b1bd19959d24f37ae49d89815c41ae', 0.0)
('49', 'adb1887ea16f7a8b31e246c9c29315a3332badb5', 0.0)
('49', 'e9cb2a28ec140f82097d68fc7ae264f7fdc3b109', 0.0)
('49', 'aa0a5056369a41bc2e591b8bd816713267e3fe01', 0.0)
('40', '81a4148ef0b4062f09ef14e276172ec0034356ac', 0.0)
('40', '763abf3bf1bbc31e74d0a52f4d4abbdece1647da', 0.0)
('40', '97e95ed2ddb74018cf6934a7e5d5a1aab03f7da3', 0.0)
('40', '9992cf26095d6f4c4655a63317a3d8427e97b21f', 0.0)
('40', 'd6296fa6fb95443ce59a3d8f35303be7366d7b00', 0.0)
('40', '2acaccc7c84710ae9c1876da793899f84e8b46ab', 0.0)
('40', '163db1bff3177505d4d588012644783685814cca', 0.0)
('40', 'e236f01d6ef1ff6ec5099bcfbda14c428b1b50c4', 0.0)
('40', 'c823f88646ef489b59be09d3f0e355b883fc73f2', 0.0)
('40', 'a889be240af925d8131289539cfce9c63478c7f3', 0.0)
('40', '31b156c3f747f752af791b65c4afa71692d320d5', 0.0)
('40', '4de1901921d73bf728fd462b1f57aa20d7b08b7b', 0.0)
('40', '4f61bb0b62419f485adb942c398df18e2c276448', 0.0)
('40', 'e53359054b25cccd3f40f6e9bb92e6c056ebbd35', 0.0)
('40', '3107098abffe1de5bf616ed12fea91f19bdfe610', 0.0)
('40', '0019113cf23e7ca7a35807cf0082933850ea8a05', 0.0)
('40', '7c9b706b651f1ce487aaf5e0dd9dc7b66d02b480', 0.0)
('40', '25d28081c7c9f06b37702740a216a9181e730745', 0.0)
('40', 'e5f112b366cbbbd2367139fac34d9f4109211079', 0.0)
('40', 'eeafc91db30dcdee1ce2abd12ce7263e08faf86f', 0.0)
('40', 'd7e0f5896574e21f17dd4d3a6902b0ae17f3356a', 0.0)
('40', '2c2bac3825e8c4a19dec098507c811318e2c4db3', 0.0)
('40', '077aa61d9cdfb253d590965cac431dca155aad6c', 0.0)
('40', 'f729e3955f075b24193d5f9d53d45cff91b8ab46', 0.0)
('40', '9465894146b7c6143b6da53b81a65cce179b47a2', 0.0)
('40', '1433eb6d55df0d32c8c5b665372ca0a17d0df0b4', 0.0)
('40', '8dc282638fa6ed56528c5ddf3d308ccc038d335b', 0.0)
('40', 'a17e807ff5593b7b39de2199545a71d06956dfda', 0.0)
('40', '80c9f8791bd9c3fca87cc9462715914a93537a01', 0.0)
('40', '4a0f13c969ec6bd05a2910eabcab845bdf60c669', 0.0)
('40', '512551e2c515020fb71e9b29f1647c3a1c9d757c', 0.0)
('40', '9385d1d8426173afeaa1bca406b76acf508bea67', 0.0)
('40', '055a7eede2698dac59b173a6c1fd88aa6b08d5a4', 0.0)
('40', 'f94147145c55bf04fa14d2a93db923b264dde39c', 0.0)
('40', '7a9f7be867ea2dedaf7bdb0117c8441437b7d007', 0.0)
('40', 'f87d0bf93a73a908346ae5919ec84e88edba7360', 0.0)
('40', '8c5765d8dcec65a9dad3b4fc26a3653f221b5fe3', 0.0)
('40', 'a174251437b1bd19959d24f37ae49d89815c41ae', 0.0)
('40', 'adb1887ea16f7a8b31e246c9c29315a3332badb5', 0.0)
('40', 'e9cb2a28ec140f82097d68fc7ae264f7fdc3b109', 0.0)
('40', 'aa0a5056369a41bc2e591b8bd816713267e3fe01', 0.0)
('27', '763abf3bf1bbc31e74d0a52f4d4abbdece1647da', 0.0)
('27', '97e95ed2ddb74018cf6934a7e5d5a1aab03f7da3', 0.0)
('27', '9992cf26095d6f4c4655a63317a3d8427e97b21f', 0.0)
('27', 'd6296fa6fb95443ce59a3d8f35303be7366d7b00', 0.0)
('27', '163db1bff3177505d4d588012644783685814cca', 0.0)
('27', 'e236f01d6ef1ff6ec5099bcfbda14c428b1b50c4', 0.0)
('27', 'c823f88646ef489b59be09d3f0e355b883fc73f2', 0.0)
('27', 'a889be240af925d8131289539cfce9c63478c7f3', 0.0)
('27', '31b156c3f747f752af791b65c4afa71692d320d5', 0.0)
('27', '4de1901921d73bf728fd462b1f57aa20d7b08b7b', 0.0)
('27', '14002a5d4d6c027905949de14c7a0ec92029a64f', 0.0)
('27', 'e53359054b25cccd3f40f6e9bb92e6c056ebbd35', 0.0)
('27', '3107098abffe1de5bf616ed12fea91f19bdfe610', 0.0)
('27', '81e3f880e5b4307fea01fc5c0e9b245d32c45c30', 0.0)
('27', '7c9b706b651f1ce487aaf5e0dd9dc7b66d02b480', 0.0)
('27', '25d28081c7c9f06b37702740a216a9181e730745', 0.0)
('27', 'eeafc91db30dcdee1ce2abd12ce7263e08faf86f', 0.0)
('27', 'd7e0f5896574e21f17dd4d3a6902b0ae17f3356a', 0.0)
('27', '2c2bac3825e8c4a19dec098507c811318e2c4db3', 0.0)
('27', '077aa61d9cdfb253d590965cac431dca155aad6c', 0.0)
('27', 'f729e3955f075b24193d5f9d53d45cff91b8ab46', 0.0)
('27', '9465894146b7c6143b6da53b81a65cce179b47a2', 0.0)
('27', '8dc282638fa6ed56528c5ddf3d308ccc038d335b', 0.0)
('27', 'a17e807ff5593b7b39de2199545a71d06956dfda', 0.0)
('27', '80c9f8791bd9c3fca87cc9462715914a93537a01', 0.0)
('27', '4a0f13c969ec6bd05a2910eabcab845bdf60c669', 0.0)
('27', '512551e2c515020fb71e9b29f1647c3a1c9d757c', 0.0)
('27', '055a7eede2698dac59b173a6c1fd88aa6b08d5a4', 0.0)
('27', '7a9f7be867ea2dedaf7bdb0117c8441437b7d007', 0.0)
('27', 'f87d0bf93a73a908346ae5919ec84e88edba7360', 0.0)
('27', '8c5765d8dcec65a9dad3b4fc26a3653f221b5fe3', 0.0)
('27', 'adb1887ea16f7a8b31e246c9c29315a3332badb5', 0.0)
('27', 'e9cb2a28ec140f82097d68fc7ae264f7fdc3b109', 0.0)
('17', '81a4148ef0b4062f09ef14e276172ec0034356ac', 0.0)
('17', '763abf3bf1bbc31e74d0a52f4d4abbdece1647da', 0.0)
('17', '97e95ed2ddb74018cf6934a7e5d5a1aab03f7da3', 0.0)
('17', 'd6296fa6fb95443ce59a3d8f35303be7366d7b00', 0.0)
('17', '2acaccc7c84710ae9c1876da793899f84e8b46ab', 0.0)
('17', '163db1bff3177505d4d588012644783685814cca', 0.0)
('17', 'e236f01d6ef1ff6ec5099bcfbda14c428b1b50c4', 0.0)
('17', 'c823f88646ef489b59be09d3f0e355b883fc73f2', 0.0)
('17', 'a889be240af925d8131289539cfce9c63478c7f3', 0.0)
('17', '31b156c3f747f752af791b65c4afa71692d320d5', 0.0)
('17', '4f61bb0b62419f485adb942c398df18e2c276448', 0.0)
('17', '14002a5d4d6c027905949de14c7a0ec92029a64f', 0.0)
('17', 'e53359054b25cccd3f40f6e9bb92e6c056ebbd35', 0.0)
('17', '3107098abffe1de5bf616ed12fea91f19bdfe610', 0.0)
('17', '81e3f880e5b4307fea01fc5c0e9b245d32c45c30', 0.0)
('17', '0019113cf23e7ca7a35807cf0082933850ea8a05', 0.0)
('17', '7c9b706b651f1ce487aaf5e0dd9dc7b66d02b480', 0.0)
('17', '25d28081c7c9f06b37702740a216a9181e730745', 0.0)
('17', 'e5f112b366cbbbd2367139fac34d9f4109211079', 0.0)
('17', '6a9a7595c36b07ff7f090f9ddb3504530e2d19cd', 0.0)
('17', 'eeafc91db30dcdee1ce2abd12ce7263e08faf86f', 0.0)
('17', 'd7e0f5896574e21f17dd4d3a6902b0ae17f3356a', 0.0)
('17', '2c2bac3825e8c4a19dec098507c811318e2c4db3', 0.0)
('17', '077aa61d9cdfb253d590965cac431dca155aad6c', 0.0)
('17', 'f729e3955f075b24193d5f9d53d45cff91b8ab46', 0.0)
('17', '9465894146b7c6143b6da53b81a65cce179b47a2', 0.0)
('17', '1433eb6d55df0d32c8c5b665372ca0a17d0df0b4', 0.0)
('17', '8dc282638fa6ed56528c5ddf3d308ccc038d335b', 0.0)
('17', 'a17e807ff5593b7b39de2199545a71d06956dfda', 0.0)
('17', '80c9f8791bd9c3fca87cc9462715914a93537a01', 0.0)
('17', '4a0f13c969ec6bd05a2910eabcab845bdf60c669', 0.0)
('17', '512551e2c515020fb71e9b29f1647c3a1c9d757c', 0.0)
('17', '9385d1d8426173afeaa1bca406b76acf508bea67', 0.0)
('17', '055a7eede2698dac59b173a6c1fd88aa6b08d5a4', 0.0)
('17', 'f94147145c55bf04fa14d2a93db923b264dde39c', 0.0)
('17', '7a9f7be867ea2dedaf7bdb0117c8441437b7d007', 0.0)
('17', 'f87d0bf93a73a908346ae5919ec84e88edba7360', 0.0)
('17', '8c5765d8dcec65a9dad3b4fc26a3653f221b5fe3', 0.0)
('17', 'a174251437b1bd19959d24f37ae49d89815c41ae', 0.0)
('17', 'adb1887ea16f7a8b31e246c9c29315a3332badb5', 0.0)
('17', 'e9cb2a28ec140f82097d68fc7ae264f7fdc3b109', 0.0)
('17', 'aa0a5056369a41bc2e591b8bd816713267e3fe01', 0.0)
('12', '81a4148ef0b4062f09ef14e276172ec0034356ac', 0.0)
('12', '763abf3bf1bbc31e74d0a52f4d4abbdece1647da', 0.0)
('12', '97e95ed2ddb74018cf6934a7e5d5a1aab03f7da3', 0.0)
('12', '9992cf26095d6f4c4655a63317a3d8427e97b21f', 0.0)
('12', 'd6296fa6fb95443ce59a3d8f35303be7366d7b00', 0.0)
('12', '2acaccc7c84710ae9c1876da793899f84e8b46ab', 0.0)
('12', '163db1bff3177505d4d588012644783685814cca', 0.0)
('12', 'e236f01d6ef1ff6ec5099bcfbda14c428b1b50c4', 0.0)
('12', 'c823f88646ef489b59be09d3f0e355b883fc73f2', 0.0)
('12', 'a889be240af925d8131289539cfce9c63478c7f3', 0.0)
('12', '31b156c3f747f752af791b65c4afa71692d320d5', 0.0)
('12', '4de1901921d73bf728fd462b1f57aa20d7b08b7b', 0.0)
('12', '4f61bb0b62419f485adb942c398df18e2c276448', 0.0)
('12', '14002a5d4d6c027905949de14c7a0ec92029a64f', 0.0)
('12', 'e53359054b25cccd3f40f6e9bb92e6c056ebbd35', 0.0)
('12', '3107098abffe1de5bf616ed12fea91f19bdfe610', 0.0)
('12', '81e3f880e5b4307fea01fc5c0e9b245d32c45c30', 0.0)
('12', '0019113cf23e7ca7a35807cf0082933850ea8a05', 0.0)
('12', '7c9b706b651f1ce487aaf5e0dd9dc7b66d02b480', 0.0)
('12', '25d28081c7c9f06b37702740a216a9181e730745', 0.0)
('12', '6a9a7595c36b07ff7f090f9ddb3504530e2d19cd', 0.0)
('12', 'eeafc91db30dcdee1ce2abd12ce7263e08faf86f', 0.0)
('12', '2c2bac3825e8c4a19dec098507c811318e2c4db3', 0.0)
('12', '077aa61d9cdfb253d590965cac431dca155aad6c', 0.0)
('12', 'f729e3955f075b24193d5f9d53d45cff91b8ab46', 0.0)
('12', '9465894146b7c6143b6da53b81a65cce179b47a2', 0.0)
('12', '1433eb6d55df0d32c8c5b665372ca0a17d0df0b4', 0.0)
('12', '8dc282638fa6ed56528c5ddf3d308ccc038d335b', 0.0)
('12', 'a17e807ff5593b7b39de2199545a71d06956dfda', 0.0)
('12', '80c9f8791bd9c3fca87cc9462715914a93537a01', 0.0)
('12', '4a0f13c969ec6bd05a2910eabcab845bdf60c669', 0.0)
('12', '512551e2c515020fb71e9b29f1647c3a1c9d757c', 0.0)
('12', '9385d1d8426173afeaa1bca406b76acf508bea67', 0.0)
('12', '055a7eede2698dac59b173a6c1fd88aa6b08d5a4', 0.0)
('12', '7a9f7be867ea2dedaf7bdb0117c8441437b7d007', 0.0)
('12', 'f87d0bf93a73a908346ae5919ec84e88edba7360', 0.0)
('12', '8c5765d8dcec65a9dad3b4fc26a3653f221b5fe3', 0.0)
('12', 'a174251437b1bd19959d24f37ae49d89815c41ae', 0.0)
('12', 'adb1887ea16f7a8b31e246c9c29315a3332badb5', 0.0)
('12', 'e9cb2a28ec140f82097d68fc7ae264f7fdc3b109', 0.0)
('9', '81a4148ef0b4062f09ef14e276172ec0034356ac', 0.0)
('9', '763abf3bf1bbc31e74d0a52f4d4abbdece1647da', 0.0)
('9', '97e95ed2ddb74018cf6934a7e5d5a1aab03f7da3', 0.0)
('9', '9992cf26095d6f4c4655a63317a3d8427e97b21f', 0.0)
('9', 'd6296fa6fb95443ce59a3d8f35303be7366d7b00', 0.0)
('9', '2acaccc7c84710ae9c1876da793899f84e8b46ab', 0.0)
('9', '163db1bff3177505d4d588012644783685814cca', 0.0)
('9', 'e236f01d6ef1ff6ec5099bcfbda14c428b1b50c4', 0.0)
('9', 'c823f88646ef489b59be09d3f0e355b883fc73f2', 0.0)
('9', 'a889be240af925d8131289539cfce9c63478c7f3', 0.0)
('9', '31b156c3f747f752af791b65c4afa71692d320d5', 0.0)
('9', '4de1901921d73bf728fd462b1f57aa20d7b08b7b', 0.0)
('9', '4f61bb0b62419f485adb942c398df18e2c276448', 0.0)
('9', '14002a5d4d6c027905949de14c7a0ec92029a64f', 0.0)
('9', 'e53359054b25cccd3f40f6e9bb92e6c056ebbd35', 0.0)
('9', '3107098abffe1de5bf616ed12fea91f19bdfe610', 0.0)
('9', '81e3f880e5b4307fea01fc5c0e9b245d32c45c30', 0.0)
('9', '0019113cf23e7ca7a35807cf0082933850ea8a05', 0.0)
('9', '7c9b706b651f1ce487aaf5e0dd9dc7b66d02b480', 0.0)
('9', '25d28081c7c9f06b37702740a216a9181e730745', 0.0)
('9', 'e5f112b366cbbbd2367139fac34d9f4109211079', 0.0)
('9', '6a9a7595c36b07ff7f090f9ddb3504530e2d19cd', 0.0)
('9', 'eeafc91db30dcdee1ce2abd12ce7263e08faf86f', 0.0)
('9', 'd7e0f5896574e21f17dd4d3a6902b0ae17f3356a', 0.0)
('9', '2c2bac3825e8c4a19dec098507c811318e2c4db3', 0.0)
('9', '077aa61d9cdfb253d590965cac431dca155aad6c', 0.0)
('9', 'f729e3955f075b24193d5f9d53d45cff91b8ab46', 0.0)
('9', '9465894146b7c6143b6da53b81a65cce179b47a2', 0.0)
('9', '1433eb6d55df0d32c8c5b665372ca0a17d0df0b4', 0.0)
('9', '8dc282638fa6ed56528c5ddf3d308ccc038d335b', 0.0)
('9', 'a17e807ff5593b7b39de2199545a71d06956dfda', 0.0)
('9', '80c9f8791bd9c3fca87cc9462715914a93537a01', 0.0)
('9', 'd8a5ede9435ed481e01785e9766eb70a1554e741', 0.0)
('9', '4a0f13c969ec6bd05a2910eabcab845bdf60c669', 0.0)
('9', '512551e2c515020fb71e9b29f1647c3a1c9d757c', 0.0)
('9', '9385d1d8426173afeaa1bca406b76acf508bea67', 0.0)
('9', '055a7eede2698dac59b173a6c1fd88aa6b08d5a4', 0.0)
